instance,n,number of cycles,covered squares,cpu_time (s),solution found
481996a2-ce94-404e-aa7a-9d52a06ac57e.singles,10,11462,28,0.047007843,True
481acd57-f3cb-489b-8d08-fcd37ec9c2ab.singles,10,1080,29,0.003077672,True
48688f69-3c2c-4025-bd03-0ced31b17421.singles,10,263,27,0.002884269,True
4870b237-2cd0-410f-b4b2-68c42bbb0b8e.singles,10,131,29,0.002968808,True
489de9ec-5b68-4dec-90c5-5555fd9829b7.singles,10,39,28,0.002796476,True
48dd81c0-769c-47ee-9808-6b6c4d571193.singles,10,474,28,0.005954677,True
48ec3bef-148b-47ac-896d-0159e9ee3f9b.singles,10,301880,31,0.006736737,True
495a5c52-e743-4369-a718-071e86fdab21.singles,10,214,29,0.003564947,True
498890ff-7812-4ed2-97f1-b178e4d61037.singles,10,1901,27,0.003548224,True
4990a5dd-0062-4ac2-847b-721cecefce4c.singles,10,7368,27,0.009989551,True
49eaea9d-9b51-4447-a754-a9968665ceab.singles,10,3807,30,0.003219197,True
49f19f26-7f47-4b6f-932b-5b8aea47f755.singles,10,1202,29,0.005803905,True
4a5a79d2-6291-4a14-98be-1329a2a00c05.singles,10,103999,29,0.003125282,True
4ac12aaf-7e55-4ae7-9f1f-43631662f78a.singles,10,165,29,0.003222124,True
4b29767f-a7ac-4895-b4b2-0c452d0e5524.singles,10,101,28,0.003403563,True
4b3425e6-d64c-4510-8480-9de26501073a.singles,10,56679,30,0.040576447,True
4b3e0878-d6d5-4b38-93f4-999ca913d7a6.singles,10,1087,28,0.00764652,True
4b844511-78b1-463d-adc4-f1c9cbe4c994.singles,10,559,28,0.004597612,True
4bef76a5-4a44-47f3-b231-f750a31d530a.singles,10,589,29,0.003378847,True
4c084c00-8f7b-40ad-aa91-0ee0e7dc377f.singles,10,10255,30,0.135938289,True
4c110b59-af3e-4f9b-a5ad-7cc34847a6b8.singles,10,234,28,0.014000709,True
4c1df6d9-0f15-4942-abef-d8d3711449aa.singles,10,664,30,0.003771433,True
4c4348bd-6dd2-4d5b-9c68-493d27ef8c75.singles,10,462,30,0.00338047,True
