instance,n,number of cycles,covered squares,cpu_time (s),solution found
45a520fd-9383-4b9a-aed2-a71abfb0acf9.singles,10,1311,28,0.021847103,True
45f35821-33a9-49a0-8bfd-75a1b45113b7.singles,10,558,29,0.011881611,True
46688263-a6ae-4c48-b12d-609fd746b945.singles,10,3152,30,0.053301379,True
46868085-5a14-4a18-bb18-140ffac35a8b.singles,10,27830,30,0.433925547,True
46aa8491-dc84-4288-8b03-ea654a22b534.singles,10,8537,30,0.13033664,True
46b8df3c-08bf-49f4-bd5e-c00402038097.singles,10,1024,29,0.01802739,True
46f1e9a7-673d-4406-9ca6-bcbda57cc980.singles,10,101,29,0.004991632,True
477742d2-797d-4dcf-8c97-daf1eac3be5c.singles,10,7054,29,0.137667327,True
479a3570-9d08-410e-9c55-daffd0ea4a63.singles,10,471,28,0.015433694,True
47e8a1d1-507a-4735-aeb9-768a63be82a7.singles,10,1067,30,0.020906702,True
481996a2-ce94-404e-aa7a-9d52a06ac57e.singles,10,11462,28,0.134908664,True
481acd57-f3cb-489b-8d08-fcd37ec9c2ab.singles,10,1080,29,0.020232236,True
48688f69-3c2c-4025-bd03-0ced31b17421.singles,10,263,27,0.007464792,True
4870b237-2cd0-410f-b4b2-68c42bbb0b8e.singles,10,131,29,0.006771092,True
489de9ec-5b68-4dec-90c5-5555fd9829b7.singles,10,39,28,0.004112464,True
48dd81c0-769c-47ee-9808-6b6c4d571193.singles,10,474,28,0.010821235,True
48ec3bef-148b-47ac-896d-0159e9ee3f9b.singles,10,301880,31,4.213631121,True
495a5c52-e743-4369-a718-071e86fdab21.singles,10,214,29,0.007596448,True
498890ff-7812-4ed2-97f1-b178e4d61037.singles,10,1901,27,0.030326035,True
4990a5dd-0062-4ac2-847b-721cecefce4c.singles,10,7368,27,0.100122736,True
49eaea9d-9b51-4447-a754-a9968665ceab.singles,10,3807,30,0.07113573,True
49f19f26-7f47-4b6f-932b-5b8aea47f755.singles,10,1202,29,0.026059147,True
4a5a79d2-6291-4a14-98be-1329a2a00c05.singles,10,103999,29,1.355980496,True
4ac12aaf-7e55-4ae7-9f1f-43631662f78a.singles,10,165,29,0.006538743,True
4b29767f-a7ac-4895-b4b2-0c452d0e5524.singles,10,101,28,0.005557062,True
4b3425e6-d64c-4510-8480-9de26501073a.singles,10,56679,30,0.847154624,True
4b3e0878-d6d5-4b38-93f4-999ca913d7a6.singles,10,1087,28,0.021067562,True
4b844511-78b1-463d-adc4-f1c9cbe4c994.singles,10,559,28,0.012463118,True
4bef76a5-4a44-47f3-b231-f750a31d530a.singles,10,589,29,0.016574303,True
4c084c00-8f7b-40ad-aa91-0ee0e7dc377f.singles,10,10255,30,0.139173089,True
