instance,n,number of cycles,covered squares,cpu_time (s),solution found
3b8657a2-543d-4608-be70-023bece043dd.singles,10,2533,30,0.021214648,True
3caafe0e-ea69-4d57-87e7-ef8574aee47c.singles,10,269,29,0.003561162,True
3cb0ed2d-5579-44c6-9735-b48d24520fee.singles,10,5363,28,0.011005996,True
3cb8d056-389c-49bf-a5e0-bcf900225748.singles,10,1518,27,0.004539167,True
3d39948d-f531-4541-a553-7dac5c1a59d5.singles,10,6259,29,0.004311712,True
3d726825-b70a-4700-84cc-f6e56f3f74ca.singles,10,472,29,0.003722465,True
3da022ca-d4f2-4660-b5dd-b6d081e42cd1.singles,10,2665,29,0.003450215,True
3dd74bd6-ba4d-49ec-86f5-5566a1d7844c.singles,10,255,30,0.005126132,True
3e7fedce-f5c7-46d3-b708-9be99cfb9ad4.singles,10,5977,30,0.005495884,True
3ea29376-063b-4a5c-bf09-34e435809078.singles,10,2620,29,0.101779917,True
3f2da778-97da-4b14-abb8-a536b206d816.singles,10,139,27,0.004442548,True
3f519177-5d9d-4b5d-92c5-7d5ec39d7db4.singles,10,10209,29,0.007462494,True
3f7aa0c2-6c53-4275-b018-e928e69f3973.singles,10,1341,29,0.003392427,True
3f8d0a48-9dfd-41cd-95c5-6f32dea31fec.singles,10,130,28,0.003412654,True
3fa68671-10bb-4eb5-8b48-eae048167447.singles,10,1143,30,0.022285901,True
3fb9935e-c692-4046-a04e-ebd3b4444586.singles,10,1707,28,0.004446627,True
3fbaefbc-5a04-4a1b-8995-3dbd6e9f9c16.singles,10,257,29,0.003483447,True
3fc1b705-3f7e-4fb5-9651-9a658efa1803.singles,10,4955,28,0.004372075,True
404c7a94-4f98-442e-abd0-d97b382444a8.singles,10,583,29,0.003461385,True
404e15fd-43a6-4c88-9537-ec156d6c9923.singles,10,2745,29,0.012877746,True
40a2576b-e961-4558-8dbf-74ff293959ef.singles,10,3729,30,0.009405309,True
40bde607-f94e-45cb-b004-eb40eb963196.singles,10,271,28,0.017966217,True
40e42c30-ee07-4fa4-b39b-982787a62926.singles,10,509,30,0.004733063,True
411c8bda-3974-42c8-9e73-aebb225526e7.singles,10,152,28,0.003409458,True
419caf5e-b567-4f2a-8499-17806c66f1e3.singles,10,1637,29,0.003390024,True
41bdad01-d40f-418a-bb7b-e6e8a520d625.singles,10,520,28,0.010436715,True
41c29d46-e0bd-4000-9a1b-d9d055d2b2f2.singles,10,415,28,0.007086768,True
41d0c8ca-b9cd-45c7-a624-e6bc729e93db.singles,10,4809,30,0.009382626,True
4231a793-721b-4702-b9dc-35eebd89cf40.singles,10,954,28,0.123246423,True
424a2cff-f16a-4b32-a01b-af8e1fc9fbd1.singles,10,329,28,0.003555302,True
42532c73-1a34-4deb-b124-c33202fd196e.singles,10,1024,29,0.012280917,True
426fb34b-e785-40ff-95c1-89a0029cadd8.singles,10,158,30,0.00512519,True
42b0f7ef-0006-4d38-bc95-5fbc82fc914a.singles,10,1809,29,0.037219202,True
42f96aeb-b7b3-4ca2-8cff-6e7a3a5cb354.singles,10,522,30,0.003518772,True
42fd673f-2965-484d-a7b3-a4507a8f725e.singles,10,562,29,0.003433111,True
4363bd6a-1a11-467e-a0ad-1b24106995bb.singles,10,136,29,0.005273268,True
43696c51-1f7c-4ad5-9180-d4c7d5b9d1bf.singles,10,1645,29,0.003411962,True
43cbee97-063f-491d-b47d-585da755e225.singles,10,473,27,0.064331112,True
43d9dd5d-fe8c-4edd-85d8-346770232d5e.singles,10,50,29,0.003554522,True
43fb35fd-2ad2-4b01-a6a0-c0b537deafba.singles,10,14339,29,0.01147379,True
44021bef-73b9-4175-98ee-1f14c12caa8a.singles,10,3894,29,0.003620766,True
44093f15-d06e-4418-8356-b8e13a57ec92.singles,10,751,28,0.007134159,True
441ba13b-5d83-4287-b02c-2497815283d9.singles,10,4752,29,0.035370335,True
4427fad5-ce84-4b3a-90df-61e2db73446b.singles,10,1064,29,0.006282178,True
446fbec7-e0b9-499a-90d1-b004f9e6ab4e.singles,10,33935,31,0.004418039,True
44779ab8-e192-4959-bfae-061061b8644b.singles,10,129,29,0.00574941,True
