instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
5cfa450c-cdbb-4bf8-b250-e96d92273bb1.singles,10,0.003201,0.000548314,0.025342459,1.323e-06,1413,66,30,0,0,2,4,0
5d02b417-1682-4386-883c-a5b910693f3b.singles,10,0.011812676,0.000578721,0.008138648,2.905e-06,441,57,28,0,0,2,2,0
5d3ddaf4-b869-45c5-be82-d5425ed2f873.singles,10,0.0032598,0.000523918,0.015746981,1.262e-06,1114,62,30,0,0,1,1,1
5d5a2d0a-eb15-4307-aa5d-57a5a57cecf9.singles,10,0.004173366,0.000539547,1.220525288,1.453e-06,93073,68,30,0,0,1,2,0
5dacf6dc-7f6e-4709-9384-486e476c043f.singles,10,0.003890177,0.000584021,0.037950509,1.552e-06,2430,70,29,0,0,0,4,0
5db23fd9-6470-414d-99cf-4bedbf79ecb0.singles,10,0.003931836,0.000528336,0.002998332,1.523e-06,96,59,28,0,0,1,3,0
5df15990-d3ac-4b0c-96ce-529f9bf4d952.singles,10,0.007705435,0.000491265,0.003335106,4.819e-06,150,64,30,0,0,0,3,0
5e901e14-faba-460c-8207-ccbc270a5f07.singles,10,0.00601441,0.00050968,0.022985161,3.777e-06,1553,66,29,0,0,2,3,0
5e96dcc6-86dc-4a63-ae44-ac5f28c27e76.singles,10,0.005405204,0.000534578,0.015730011,1.343e-06,904,67,30,0,0,2,4,0
5e9a52a8-7824-4acc-beaf-83ead44d6da4.singles,10,0.166078267,0.000512786,0.027393272,1.613e-06,2000,63,27,0,0,0,0,0
5eaac6ad-3f78-44aa-ab3e-dcce9dc2f51f.singles,10,0.004855477,0.00054655,0.008241227,1.453e-06,441,65,30,0,0,4,3,0
5ebc46ea-270e-4ced-b300-33a063da8d43.singles,10,0.003267054,0.000512887,0.001849297,1.453e-06,55,57,28,0,0,3,3,0
5ec488e8-c3cc-44b1-a145-3f783e6554cb.singles,10,0.016237589,0.00054687,0.044308307,1.713e-06,2965,61,30,0,0,1,2,0
5f0da02a-5481-44c0-aabf-b72e804fb484.singles,10,0.003408567,0.000555978,0.00351175,3.186e-06,141,59,29,0,0,4,3,0
5f618ed0-c46e-4f81-80f6-24c7fb466f92.singles,10,0.004107252,0.000515812,0.051326721,1.363e-06,3593,61,29,0,0,4,4,0
5f6a8d74-941e-4a04-b740-909a8352b4c9.singles,10,0.004393966,0.000545909,0.017473184,2.024e-06,1150,65,29,0,0,1,5,0
5fadb69c-cdfd-4665-8f25-27d848cd66ce.singles,10,0.004097644,0.000511565,0.034208238,1.513e-06,2287,65,28,0,0,1,4,0
5fef7fe4-b3bf-4908-976e-ae7e22259b87.singles,10,0.004947638,0.000548624,0.004083457,1.412e-06,150,62,29,0,0,5,1,0
6014a8d9-b3bb-46bb-849a-a6e7725332cb.singles,10,0.003287163,0.000502618,0.003446286,1.523e-06,129,60,29,0,0,1,3,0
601544a8-4cdf-42af-ac7a-49d4fe62a1c9.singles,10,0.013282719,0.000522405,0.027269808,1.453e-06,1536,64,29,0,0,1,3,0
601cbec0-9698-4f09-8f6a-c2dfaf1c3fd5.singles,10,0.003219096,0.000549285,0.02135917,1.412e-06,1495,68,31,0,0,0,4,0
6099ad71-014a-4bb9-941d-93e38a10052f.singles,10,0.007740902,0.000533957,0.061395515,1.412e-06,2283,64,29,0,0,3,3,0
60f6558a-e905-48c6-acfe-e3bb3ed87694.singles,10,0.003346814,0.000551389,0.04548195,2.074e-06,3162,65,30,0,0,4,4,0
611aa973-bd40-4273-a752-500e6a9df9f2.singles,10,0.004810594,0.000593078,0.016674683,1.683e-06,982,66,30,0,0,3,3,0
614fcd67-77eb-4176-8577-88221dae2a41.singles,10,0.003342536,0.000585964,0.024573124,1.633e-06,1572,62,28,0,0,0,4,0
619463d4-4dfd-4091-a8e3-384f02dd145b.singles,10,0.004598477,0.000531322,0.125356282,1.663e-06,8927,64,30,0,0,1,2,0
620e2fc2-75d0-475c-8709-6eb9748a9b57.singles,10,0.010188406,0.000545298,0.006409749,1.783e-06,356,61,29,0,0,3,2,0
622fcc67-cd78-414e-96bd-6cdbb92bb118.singles,10,0.003288044,0.000510673,0.022949254,1.412e-06,1234,65,29,0,0,3,2,0
62376b29-374b-4426-b128-943260f7a2fe.singles,10,0.004000044,0.000559575,0.00954022,1.313e-06,529,63,31,0,0,4,3,0
62383ded-4a50-4146-97ad-c4c8541b1ad5.singles,10,0.006483685,0.00055174,0.080576595,1.372e-06,5118,63,27,0,0,0,4,0
6262af17-f6af-48d2-a099-71b656018f2c.singles,10,0.008300687,0.000540478,0.003746811,1.553e-06,168,57,28,0,0,4,5,1
6274f7ba-3e3b-4fd8-b3f4-a9754ee0d693.singles,10,0.00319537,0.000500593,0.043962036,1.352e-06,2840,64,29,0,0,1,3,0
62b820d3-8637-444c-a903-8d68df79bc62.singles,10,0.003225767,0.000547493,0.014851502,1.363e-06,1075,65,28,0,0,3,1,0
62f21c77-7de1-4bca-be4a-c32b7de387ee.singles,10,0.003949528,0.000534878,0.008083938,1.312e-06,494,60,27,0,0,5,3,0
634ef8f9-2bd7-4ea7-af08-596c4c921cd6.singles,10,1.324504238,0.000496827,0.002120456,5.28e-06,50,58,28,0,0,4,3,0
63780a80-b250-4b59-960b-28b955cc473a.singles,10,0.005889697,0.000508638,0.083106837,1.352e-06,6493,62,28,0,0,1,2,0
63d86159-3120-4ff4-ad21-2167a84850bb.singles,10,0.003613491,0.000544376,0.005718257,1.443e-06,269,58,27,0,0,1,2,0
64177807-0e92-406e-99ce-ca72bd7d76f7.singles,10,0.003249141,0.000539256,0.032152893,1.433e-06,2171,64,29,0,0,4,2,0
6420eaf4-53ed-46b4-bd84-2ad44db7790d.singles,10,0.003231448,0.000539577,0.014550974,1.853e-06,1023,62,29,0,0,2,3,0
6469250e-6bbc-4261-a252-0db6b848c511.singles,10,0.005397308,0.000538544,0.018326547,2.154e-06,1079,65,28,0,0,2,3,0
647e240f-c930-4429-8063-caa14d6ac8e4.singles,10,0.008234921,0.000560577,0.007646603,1.482e-06,344,63,29,0,0,2,4,0
649ea6df-e6bf-4762-8f7c-ee27eef30eb1.singles,10,0.005930711,0.000555417,0.040047444,1.603e-06,2567,60,28,0,0,1,3,0
64b23312-41b2-4894-9aa1-162cc2951ff6.singles,10,0.003241617,0.0005997,0.042259837,1.553e-06,3176,61,27,0,0,2,3,0
64b265ef-298e-43f6-8725-0240c2728044.singles,10,0.012610713,0.000555016,0.058684996,1.583e-06,4298,61,27,0,0,3,2,0
64f0c3a0-a99f-43f7-85b4-3f6df5602a13.singles,10,0.004768406,0.00057841,1.121233504,1.332e-06,82936,67,29,0,0,0,3,0
655db00c-e1b6-48e6-95de-921fbed13321.singles,10,0.003225406,0.00071634,0.010919248,1.302e-06,496,64,29,0,0,0,3,1
65b2e10d-559c-411a-8ff8-dfab49f8af45.singles,10,0.006030851,0.0006423,0.00599512,1.553e-06,173,60,29,0,0,2,5,0
65c9e31b-9efb-4325-a98c-af3e0c1a94bb.singles,10,0.004126678,0.000564924,0.012893652,1.503e-06,540,62,28,0,0,3,4,0
662afa99-cbd2-4125-8fdf-079923e325e2.singles,10,0.005205229,0.000596374,0.00352302,1.583e-06,135,59,28,0,0,5,2,0
66c5c97b-e3c4-4e64-9a42-bbff3c2839a8.singles,10,0.003238331,0.000566357,0.00324167,1.653e-06,87,60,28,0,0,3,2,0
67513247-5033-4b36-b952-3fdd4f1f68b3.singles,10,0.005804708,0.00058373,0.077148898,1.623e-06,4909,60,29,0,0,0,2,0
676333da-6dc1-44a1-a33f-834f9e05b1f4.singles,10,0.005192486,0.000606994,0.005593523,1.363e-06,273,65,30,0,0,2,3,0
67d752c9-b4bf-43ff-b52e-bfad9394932b.singles,10,0.008043975,0.000588891,0.165876361,1.563e-06,10602,63,29,0,0,2,3,0
67eef622-da91-4c46-938d-eef3cad51328.singles,10,0.006625761,0.000557941,0.018140254,1.433e-06,1011,62,30,0,0,0,4,0
681c212e-a04c-4fa2-bc26-397411049d56.singles,10,0.00801352,0.000595713,0.009148614,1.322e-06,533,60,29,0,0,1,2,0
685e6c05-ac89-4c12-91ef-5932ec62f5d8.singles,10,0.003217672,0.000549225,0.034171867,1.332e-06,2086,61,30,0,0,3,4,0
688c09ce-57a9-462c-aa0e-7c84a28f95c7.singles,10,0.005267276,0.000550899,0.012781063,1.024e-05,696,65,29,0,0,5,2,0
68b990df-ac3b-4022-9532-ebab84dc54ba.singles,10,0.004029206,0.000555657,0.009742392,1.783e-06,542,64,28,0,0,2,5,0
68c23380-b07f-48de-a42c-56a521ffe705.singles,10,0.003252598,0.000556589,0.004454616,1.422e-06,191,60,28,0,0,1,2,0
69031f34-2bfe-4625-b35f-5965f7024a6c.singles,10,0.00326007,0.000552762,0.112493302,1.763e-06,6840,68,29,0,0,0,1,0
6917bd50-a172-454b-bb46-e2824d45c870.singles,10,0.006941056,0.000581836,0.009158243,1.352e-06,393,64,28,0,0,1,3,0
692d7308-ca52-4e3b-9113-2f51dcb04010.singles,10,0.003343698,0.000502948,0.034629402,1.522e-06,2589,66,29,0,0,2,2,0
69e035a0-2e86-4c87-948c-aba2700b8797.singles,10,0.00477603,0.00054619,0.001607069,1.352e-06,40,59,29,0,0,1,3,0
6a0faba2-f96e-4721-821e-9959b25cda2c.singles,10,0.008937092,0.00050415,0.043181759,1.623e-06,3152,65,31,0,0,1,2,0
6a3787ab-9917-49d6-b191-fedade6579d4.singles,10,0.015557123,0.00054681,0.00313538,1.473e-06,127,58,29,0,0,2,2,0
6a3a124b-0480-4372-b9a2-6035abdbf720.singles,10,0.003310195,0.000515882,0.00702074,1.653e-06,355,65,29,0,0,1,2,0
6a535f91-0906-43b3-a148-e76fb921ffd5.singles,10,0.004077486,0.00053032,0.013632357,1.413e-06,853,65,28,0,0,0,3,0
6a5d96c2-446b-4369-ad66-f4bf4b58a478.singles,10,0.006581928,0.00053585,2.315489912,1.423e-06,171479,63,28,0,0,1,2,0
6a68f8d6-2176-468d-a5a3-7c3fe9d75056.singles,10,0.042172148,0.000574713,0.002797111,2.605e-06,122,60,29,0,0,1,2,0
6a96ced4-0509-4ef2-9e11-30a18dc748f3.singles,10,0.003278517,0.000497528,0.029337478,1.543e-06,2261,61,28,0,0,1,4,0
6b312899-eb42-4e0d-8b94-350006ee64b5.singles,10,0.004928042,0.000534428,0.019800579,1.593e-06,1236,63,28,0,0,3,5,0
6b5d8dd5-7e33-44ac-ad04-4b3ef14c1c9a.singles,10,0.004974519,0.000532153,0.012225034,2.455e-06,937,57,27,0,0,0,1,1
6b92e9f6-3062-403c-990c-09a876db8bc1.singles,10,0.003277043,0.000553072,0.004306547,3.626e-06,143,58,29,0,0,0,2,1
6bcb49ba-5050-4f40-b20c-520b7203ed69.singles,10,0.014674813,0.000562661,0.001829348,1.924e-06,53,57,28,0,0,0,3,0
6bde4516-15d5-44dc-8d35-aec6a64b01ad.singles,10,0.007067093,0.000580103,0.003035272,1.573e-06,120,58,30,0,0,2,4,1
6c9ff076-4bab-4d6f-ab83-87bf05ebe65c.singles,10,0.004937239,0.000511353,0.00902,1.503e-06,519,63,29,0,0,2,3,0
6ccc6ab0-c559-4aed-8f84-0d41c2b0e4f0.singles,10,0.005105943,0.000582037,0.079053395,1.754e-06,5480,63,28,0,0,1,3,0
6cec7e08-a1d9-4c80-b6bf-b01a53793204.singles,10,0.007090486,0.000562451,0.015979331,1.342e-06,919,64,29,0,0,0,3,0
6d51cfdb-dd57-435d-a35c-4eb732968af0.singles,10,0.003243581,0.000560978,0.116657487,1.302e-06,8008,62,28,0,0,2,2,0
6d8898bd-75da-4411-bd34-836c64bf4e9d.singles,10,0.003264059,0.000554625,0.006982397,1.372e-06,375,64,29,0,0,4,2,0
6d9b9d8b-9369-4fc2-979c-22e2e063192c.singles,10,0.003242297,0.000519499,0.022622702,1.453e-06,1283,64,29,0,0,0,3,0
6dca530d-a301-4fa8-a237-c08648646b32.singles,10,0.008220496,0.00055172,0.004765712,1.342e-06,295,61,29,0,0,5,2,0
6e022a68-7f92-43e7-9672-4a088531253f.singles,10,0.005032636,0.000501315,0.03357258,1.382e-06,1971,64,29,0,0,1,2,0
6e5320f5-b008-4e9b-8ed9-00db22d35dbe.singles,10,0.009630806,0.000551529,0.008872268,1.703e-06,502,65,30,0,0,1,2,0
6e5b476f-5fbf-4619-b6ba-144d55e9bd4f.singles,10,0.003278085,0.00052016,0.023494297,1.433e-06,864,64,29,0,0,3,2,0
6f6080b0-1cfb-448a-8a15-fc2ff555da05.singles,10,0.003283074,0.000589441,0.008015227,1.413e-06,170,62,30,0,0,5,3,0
6fa96f10-da8f-4f90-824f-103402cde605.singles,10,0.006818407,0.000943488,0.010629655,1.433e-06,491,64,28,0,0,2,3,0
6ff23b59-ac9b-40d5-a19d-087c7253d086.singles,10,0.009656205,0.000668389,0.006887172,1.823e-06,338,60,28,0,0,3,0,0
6ff85155-7ecc-4d52-9856-1e46dbcc3a8b.singles,10,0.004849536,0.000591445,0.090848121,1.352e-06,7116,71,31,0,0,0,3,0
6ff864bb-fe71-4749-a081-74ae38782851.singles,10,0.014147228,0.000550528,0.051301986,1.393e-06,3883,61,29,0,0,2,2,1
700a0d28-771c-4483-bd5b-84ae1034e620.singles,10,0.003358876,0.000564764,0.004357073,1.623e-06,164,62,29,0,0,1,2,0
70427074-4f0b-443d-825b-b0061854f45b.singles,10,0.006462225,0.000520642,0.010513365,1.493e-06,657,63,30,0,0,1,3,1
704b1ee0-d486-4d0a-901e-0add91d033ba.singles,10,0.005410442,0.000567931,0.027037123,1.883e-06,1574,64,29,0,0,0,3,0
70e3a224-06df-4754-b3c0-94d29d55ca87.singles,10,0.004868952,0.000577168,0.026084881,1.322e-06,1642,68,29,0,0,1,4,0
710fbbb1-2ae5-45b5-aa98-8c1a71acb3a1.singles,10,0.006067319,0.000545378,0.025198636,1.673e-06,1615,62,27,0,0,5,2,0
711003ee-50ae-4c88-867f-f7c5d1e57baf.singles,10,0.042759063,0.000553012,0.002012583,2.014e-06,52,60,30,0,0,4,3,1
712ae7b2-8311-4f53-8579-2a17a3b447af.singles,10,0.005018181,0.000512486,0.019404296,1.443e-06,1555,64,29,0,0,0,2,0
71cf5d29-27f6-49c3-a1dd-17147a0e7e1a.singles,10,0.006975181,0.000549646,0.015482986,1.442e-06,1120,60,27,0,0,2,2,0
724d955d-d142-49e3-8e8a-67ca08f9cacc.singles,10,0.003279586,0.000523798,0.056418407,1.322e-06,688,65,29,0,0,1,2,0
72520690-4c36-4938-85aa-76ba6532f0e7.singles,10,0.003266586,0.000554215,0.008984747,1.573e-06,519,59,27,0,0,3,2,0
729396b9-ed30-49a8-b8ff-8a65317238ed.singles,10,0.003426764,0.000542312,0.103294589,1.563e-06,6776,64,30,0,0,1,4,0
72aa79f1-a463-408b-87ef-217e14773b38.singles,10,0.005531407,0.000561478,0.006726989,1.563e-06,318,61,29,0,0,1,2,0
72e89eb3-9efd-4f1a-a2a3-1ac79c92f06a.singles,10,0.006260638,0.002352674,0.006083607,1.784e-06,326,59,30,0,0,3,2,1
72fe980d-2c10-43ea-aef7-6b1ac2b2d0f4.singles,10,0.005183588,0.000504431,0.011371201,4.068e-06,727,64,28,0,0,2,2,0
73142408-d381-4331-bcee-9bdab026d82a.singles,10,0.00536033,0.000521784,0.002230125,1.452e-06,77,62,29,0,0,2,2,0
735e828c-f003-42e5-994f-b3f5dda5236b.singles,10,0.003257999,0.000516423,0.008039682,1.473e-06,464,58,28,0,0,3,2,0
738495c2-e67a-4b40-a664-b1787d1db7fa.singles,10,0.00328019,0.000556969,0.117468745,1.402e-06,8551,65,29,1,0,0,4,0
73d3aaa0-49bf-45bb-88dd-3e8b78ed46e8.singles,10,0.004944174,0.000555818,0.006656827,1.313e-06,350,62,31,0,0,1,3,1
74469c20-fbca-4005-8ff1-6d5e24066361.singles,10,0.003302249,0.000508889,3.177358676,1.363e-06,223271,66,28,0,0,0,3,0
7467b941-3238-4169-ae57-5c0099090f99.singles,10,0.005052364,0.000581567,0.00393609,1.453e-06,178,62,29,0,0,0,0,0
74ccb7af-d3a7-4b0e-a48b-5173f1656e93.singles,10,0.005160667,0.000483922,0.033295626,1.423e-06,2201,63,29,0,0,5,2,0
756e3c6e-af81-4d1d-aff3-7d250d68bb62.singles,10,0.258546559,0.00053099,0.006060875,2.225e-06,387,61,31,0,0,2,3,0
756f57bb-1884-453e-a5e1-ee0fd8c8b10b.singles,10,0.007220609,0.000528987,0.18523691,1.764e-06,12577,62,28,0,0,0,3,0
75c6fe27-e0b7-4012-b096-20ae04531d2e.singles,10,0.004759588,0.000560266,0.007598466,1.804e-06,465,62,29,0,0,0,4,0
76180ee1-711f-4d82-bc92-2d380149ffed.singles,10,0.006476985,0.000508598,0.006311298,4.278e-06,329,62,29,0,0,4,2,0
76374926-7091-43aa-8f47-d189a332961e.singles,10,0.00327597,0.00049351,0.025834897,1.432e-06,2087,58,29,0,0,4,2,0
76a0a364-bf99-4a4f-8463-6d2b913efdca.singles,10,0.005771377,0.000530109,0.01570801,1.393e-06,988,63,28,0,0,0,4,0
76bee615-6123-4bfa-8bc8-65ff30b97be6.singles,10,0.017008732,0.000527444,0.006203401,4.758e-06,277,58,28,0,0,0,2,1
77062172-4fda-4b37-9c1b-8cc3c7496987.singles,10,0.003260252,0.000516744,0.06435061,1.683e-06,2138,67,29,0,0,3,2,0
776b5db8-320e-46d4-b119-13d2d41448aa.singles,10,0.068385131,0.000536571,0.003052942,1.793e-06,126,61,30,0,0,1,3,1
7831c087-f009-4912-9bfc-061cd2ece5ef.singles,10,0.038490288,0.000502778,0.002006352,1.472e-06,78,58,29,0,0,1,2,0
7896a7c7-68ea-42d7-9ae3-15686fc0a3eb.singles,10,0.003290859,0.000491606,0.150617049,1.282e-06,12587,68,30,0,0,2,3,0
7915f7a7-d261-49ee-b66f-7e3572cfe0a2.singles,10,0.003267444,0.000557681,0.002435209,1.342e-06,77,60,29,0,0,2,4,0
7968e2e7-64ea-4ebe-8037-b183866c82d4.singles,10,0.006069282,0.000500113,0.005730621,1.433e-06,189,61,28,0,0,1,2,0
7998ea0e-2e83-4cf0-9184-d28ba4415911.singles,10,0.003241417,0.000547512,0.006463893,1.443e-06,241,62,30,0,0,2,3,0
799f1daf-7fac-4bd4-a794-9d9cec3d4110.singles,10,0.003255464,0.000497809,0.023570887,1.493e-06,1688,65,30,0,0,2,3,0
7aa2731e-6b79-4324-b716-270abefab5d7.singles,10,0.006108775,0.000584202,0.00353831,1.713e-06,192,57,28,0,0,4,4,0
7aa6ac6c-328c-4284-83eb-778918b151a0.singles,10,0.004312092,0.000506225,0.092910206,1.292e-06,6964,68,28,0,0,1,3,0
7b926f88-06c8-4246-b317-20e1cb7fb55f.singles,10,0.003274347,0.000557922,0.001346628,1.343e-06,27,59,28,0,0,0,3,0
7bae7543-7ab0-4969-b84d-f80a3c2b3266.singles,10,0.004882608,0.000484163,0.00289168,1.352e-06,109,61,28,0,0,0,6,0
7c51394d-a352-4605-be52-c8687caa1bba.singles,10,0.003215559,0.000527073,0.010914413,1.553e-06,738,62,29,0,0,1,2,0
7c839cad-4a25-444a-9d9e-b04a79e63e6b.singles,10,0.009276154,0.000515802,0.006880992,1.493e-06,369,62,28,0,0,1,2,0
7c9ac9b6-d25d-4aaa-9092-8315fde8df8e.singles,10,0.005667745,0.000531551,1.974781081,1.392e-06,154286,66,29,0,0,1,3,0
7ccc7e5d-d399-42ce-a2d8-9a74fd85b70d.singles,10,0.003137624,0.000626733,0.007407972,1.473e-06,287,62,28,0,0,1,1,1
7d1a00e7-6d2d-479d-ac48-05f00e0f5c66.singles,10,0.006554326,0.000531932,0.010430241,1.242e-06,695,63,29,0,0,3,1,0
7d5fd57e-4c93-4a25-b313-33467d80b6a6.singles,10,0.004289801,0.000569834,0.055815372,1.573e-06,4466,62,30,0,0,7,2,0
7e13ec3d-9ca6-40cd-8b07-de5d656ce5cf.singles,10,0.003824443,0.000544446,0.035849052,1.303e-06,2284,67,28,0,0,3,2,0
7e3abaf5-4258-4444-85a3-15db37a86a9c.singles,10,0.006410049,0.000536222,0.053635591,1.303e-06,3952,62,27,0,0,3,3,0
7e4555e6-587c-4d56-92ad-cc47eecbf6a0.singles,10,0.074975663,0.000585854,0.017709797,1.563e-06,1120,63,30,0,0,4,3,0
7e7c12d0-f07b-4af3-bafe-648cb72926a9.singles,10,0.00522094,0.000549365,0.124779385,1.452e-06,7931,69,29,0,0,2,4,0
7e960a2d-8396-4d7f-8838-4d3c292588a8.singles,10,0.003966651,0.000602546,0.01075562,1.452e-06,429,62,29,0,0,2,3,0
7ed664e1-fe76-48bb-8ee3-4d1c8f7d0ce4.singles,10,0.003201042,0.000558353,0.01010777,1.383e-06,475,61,30,0,0,1,4,0
7ed9f488-ee21-40b3-97c3-9015efa59819.singles,10,0.071507092,0.000569925,0.03021898,3.526e-06,2655,63,29,0,0,2,4,0
7edf03da-c6a2-42ae-8f88-106f48d2e34e.singles,10,0.008468988,0.000537283,0.01802193,1.563e-06,923,64,29,0,0,0,4,0
7f0d5587-44b5-4f58-801f-17b900dc6449.singles,10,0.003203986,0.000589181,0.035472831,1.352e-06,2452,67,29,1,0,2,3,0
7f439036-92d5-4f2e-8fea-02210caaa165.singles,10,0.007220499,0.000554375,0.088620214,1.513e-06,6929,64,29,0,0,2,3,0
7fb11371-178a-436f-a0bb-28f51fb9dd3d.singles,10,0.003966309,0.000560116,0.002353577,1.393e-06,66,60,28,0,0,3,4,0
7fd91fcc-24e0-4f74-bc9b-2a0a642fe4cc.singles,10,0.004037813,0.000506805,0.012607577,1.503e-06,653,64,29,0,0,2,4,0
80315d3f-ea64-49b0-8da2-ee346fd944ed.singles,10,0.003286181,0.000548103,0.019949985,1.623e-06,1084,68,29,0,0,0,3,0
804b173b-dfa6-4331-82ee-8501b2e066d2.singles,10,0.005202697,0.000560217,0.006513937,1.292e-06,370,67,29,0,0,1,3,0
804badee-95d6-475c-85ad-98b50601f11c.singles,10,0.003285269,0.000550287,0.059600449,4.629e-06,3945,67,30,0,0,1,2,0
80ebba21-a99c-4a01-8e3a-e390cacfdb93.singles,10,0.005551216,0.000553924,0.034441799,1.433e-06,2689,62,28,0,0,2,2,0
813297d7-38ad-4c1d-af67-cada1f2ee864.singles,10,0.006072066,0.00055695,0.002855524,2.945e-06,95,65,30,0,0,0,3,0
81642bdb-efa6-491e-8135-d372da083036.singles,10,0.005857779,0.000503869,0.003476565,1.343e-06,137,61,28,0,0,2,3,1
8191d07c-1703-46ed-b23e-cc67294eb094.singles,10,0.008099761,0.000497949,0.246829134,1.543e-06,19243,65,29,0,0,1,5,0
81cd92ae-0400-4004-a465-05d39fb85bd7.singles,10,0.006663721,0.000569754,0.027113033,1.753e-06,1711,63,28,0,0,2,5,0
82126da8-e247-492f-b1ba-f012f73ceada.singles,10,0.008518161,0.000549366,0.004784267,1.353e-06,198,58,28,0,0,4,3,0
8262dc33-5a66-4fbd-a10b-3b420fd0400a.singles,10,0.005877326,0.000586747,0.013277485,1.373e-06,749,65,28,0,0,1,2,0
82b0b0c7-e02a-4fc4-a195-df06c3238f60.singles,10,0.00496962,0.000564203,0.051989241,1.382e-06,3771,65,31,0,0,1,2,1
82bbd413-47d7-4cc1-969c-210208915b7e.singles,10,0.003261244,0.000577729,0.056296535,1.303e-06,4084,67,29,0,0,1,2,0
82bbe4cd-0e3b-4270-9c6d-4a44017dd182.singles,10,0.007770534,0.000553283,0.002427805,2.956e-06,89,60,28,0,0,4,4,0
82c2c7cd-dee6-41e4-85ab-0a74d85c4427.singles,10,0.003830575,0.000496185,0.045759829,2.114e-06,3048,64,29,0,0,4,3,0
82f3839b-02ba-41b4-887e-2d1b5c81509f.singles,10,0.003289056,0.000542222,0.003355525,1.452e-06,140,63,27,0,0,3,4,0
832237bd-7f3c-4755-9651-34d25047010d.singles,10,0.079525642,0.000504741,0.002184998,1.643e-06,70,60,29,0,0,2,2,0
84a268e3-4de2-4546-9174-202dac1b9514.singles,10,0.003984482,0.000501665,0.018073264,1.473e-06,847,64,29,0,0,3,4,0
84a59dd7-0de0-417f-b5c2-d6ea0a05243b.singles,10,0.006112002,0.000558463,0.02297652,1.763e-06,1469,63,30,0,0,2,3,0
84dfa551-32ff-43cb-a4ab-943a45aa88f9.singles,10,0.00321714,0.000564463,0.015860064,1.413e-06,959,64,29,0,0,2,4,1
84efc072-37e6-4bd1-838f-b714001a56dc.singles,10,0.003253609,0.000544276,0.014334109,1.313e-06,880,66,30,0,0,2,2,0
855a6c13-57c9-4d3a-8d06-80777210aeb6.singles,10,0.004851679,0.000587407,0.013238529,1.513e-06,716,64,28,0,0,2,2,0
85830240-10b2-4db8-8b3b-0beac2c15efb.singles,10,0.00320613,0.000535779,0.101441042,1.293e-06,4444,68,30,0,0,1,2,0
86102950-90f9-466f-9660-70c98ba578b7.singles,10,0.003545313,0.000571617,0.047916426,1.753e-06,3193,65,28,0,0,0,2,0
8695daef-34ff-41ba-a5c1-575df29bbbf6.singles,10,0.138664779,0.000549025,0.046922657,1.793e-06,3478,65,30,0,0,0,3,0
873b6872-92a0-421d-931b-9ff65fab983f.singles,10,0.022621679,0.000566487,0.030388196,1.763e-06,1868,60,28,0,0,2,4,0
874af4f0-5555-4ad0-aaec-d3ac8d06055e.singles,10,0.006049926,0.000542803,0.007002169,1.633e-06,388,57,28,0,0,3,4,0
87b9a0b9-f69a-4690-b823-9b6d4a6d3aa2.singles,10,1.433373836,0.000571366,0.002787544,1.774e-06,96,60,27,0,0,0,2,0
87ebdca4-8a4a-4e8c-8a9f-de82ddbef694.singles,10,0.005944409,0.000533576,0.020881539,1.402e-06,1240,62,30,0,0,2,4,0
88679f4f-2c81-4b8e-8db4-00c356a40842.singles,10,0.005067453,0.000529098,0.012288427,1.363e-06,644,61,28,0,0,3,2,0
888ef929-5c0e-41c7-ba56-017177abebf8.singles,10,0.003232081,0.000551169,0.038273634,1.293e-06,2102,67,28,0,0,1,2,0
88f92042-53a3-497a-9715-250f7b6249f9.singles,10,0.005156129,0.00062631,0.006506153,1.543e-06,378,57,29,0,0,0,3,1
894ac8d2-1f2f-47dd-8ac7-425b09a47e99.singles,10,0.004174278,0.000534507,0.003413594,1.523e-06,136,62,30,0,0,1,1,0
8985fe13-5f66-41df-b61f-8533667a8f1f.singles,10,0.011548728,0.000586194,0.006317476,1.833e-06,294,64,29,0,0,4,4,0
89d9106b-29e8-4ecf-ae8f-5c954bbaf372.singles,10,0.004704687,0.00054121,0.019871493,1.683e-06,1155,62,29,0,0,1,3,0
89ffb54d-c69b-4434-b1a6-54f6db10e3b5.singles,10,0.003217031,0.000571518,0.003657022,1.332e-06,162,62,31,0,0,0,1,1
8a8bd541-b6e0-4549-a8e5-09fefee62305.singles,10,0.010743109,0.000562901,0.009000997,2.034e-06,401,62,28,0,0,3,2,0
8aa40edf-f587-4e60-85a1-124a3f0b2b71.singles,10,0.003309615,0.000553203,0.021186001,1.613e-06,1402,65,30,0,0,1,3,0
8b249cc5-b411-4842-b5ea-20f00281c0f9.singles,10,0.005132162,0.000543274,0.011840338,4.939e-06,641,67,30,0,0,2,2,0
8b635107-b58e-4629-8453-5abdb08273ab.singles,10,0.005717423,0.000584762,0.006166032,4.508e-06,312,64,29,0,0,1,2,0
8b73e123-c325-4a37-a5d0-a042f4262037.singles,10,0.003246034,0.000573861,0.006697993,1.423e-06,321,61,30,0,0,4,4,0
8bf5095e-c821-4753-90ec-2915f7c7fe63.singles,10,0.005364267,0.000577849,0.020907326,1.623e-06,1383,64,29,0,0,1,3,0
