instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
be9d26e9-b7f9-4d31-a3f9-5f6f05a98a34.singles,10,0.003325062,0.000539847,0.005161017,1.593e-06,309,61,28,0,0,1,5,0
bf13c957-49f2-425f-8c18-9c0f8d3ffccf.singles,10,0.006895506,0.000505213,0.012261392,1.743e-06,728,66,30,0,0,2,1,0
bf6b52c0-2c41-4a8c-b7c4-004c2a56ecc9.singles,10,0.005032718,0.00054645,0.007517969,1.343e-06,372,65,30,0,0,2,1,0
bfa1e525-7d54-4706-8532-b2256a842444.singles,10,0.00330833,0.000561318,0.019119598,1.683e-06,1135,65,28,0,0,3,3,0
bfca073a-f773-4ec5-aedd-770a1981aa73.singles,10,0.004911312,0.000521813,0.380920515,2.023e-06,28355,71,31,0,0,2,1,1
bfd11030-cae7-4b02-9b43-5960be65e348.singles,10,0.006784005,0.000588359,0.004868618,2.9395e-05,245,64,29,0,0,0,2,0
c00f0f71-6995-4059-be80-1aadd6fbf9ca.singles,10,0.003245885,0.000521283,0.018904,1.603e-06,1331,62,28,0,0,2,2,0
c042929a-e3a5-4ce5-8180-8c958983a783.singles,10,0.005019011,0.000539948,0.002319813,1.383e-06,76,56,29,0,0,1,1,1
c059537a-45d0-45cd-bb04-6847f6f8123b.singles,10,0.006940055,0.000558943,0.05107789,1.553e-06,3582,69,29,0,0,1,2,0
c06e7ae9-21ca-461c-8620-a518eb637f6e.singles,10,0.004060625,0.000554696,0.002537231,1.302e-06,91,63,29,0,0,2,2,0
c07cb2c1-6f06-48fe-9376-fd6f46d6841f.singles,10,0.005600459,0.000531512,0.017286525,1.452e-06,994,61,28,0,0,1,2,0
c088e212-2cc4-4d84-a728-b0eaa5a3ca14.singles,10,0.01712214,0.000566357,0.010522095,1.432e-06,593,68,30,0,0,1,2,0
c0b6ac9a-25aa-4a61-ac6c-0b28e015b9de.singles,10,0.004094878,0.000630298,0.004418329,1.964e-06,236,60,29,0,0,1,4,0
c0d9ed51-3e43-471d-963b-54208f7e1ba1.singles,10,0.005252988,0.00050931,0.006768777,2.605e-06,370,58,27,0,0,1,3,0
c0fae4c3-0b79-4494-b3b5-748e8c2dd89b.singles,10,0.017427682,0.000511044,0.429042834,1.883e-06,30782,62,29,0,0,2,4,0
c19253bb-b625-4c87-9920-c8c203425750.singles,10,0.0086459,0.000550337,0.089162976,1.683e-06,7310,60,29,0,0,2,3,0
c2e32b56-9beb-45bf-bccf-2970563f3723.singles,10,0.004248314,0.000578851,0.003797169,1.552e-06,160,61,29,0,0,0,2,0
c39f38bb-c242-4715-95ff-7803f5337161.singles,10,0.004740623,0.00050954,0.006820135,1.383e-06,334,61,30,0,0,1,4,0
c3cec20c-a931-4895-b6a0-633d18cf313e.singles,10,0.006842043,0.000504401,2.801409497,1.503e-06,222662,63,30,0,0,1,5,0
c3db9b75-6c13-41e5-aeff-26ed2bc9b265.singles,10,0.008095691,0.000603338,0.076236802,1.373e-06,5341,63,28,0,0,0,3,0
c4218746-8408-41c8-a77a-c9309807220b.singles,10,0.018672895,0.000555228,0.118370998,1.783e-06,8559,66,29,0,0,1,2,0
c45d1617-e8f1-4426-ad70-8427f0388bc8.singles,10,0.004099256,0.000627583,0.056589575,1.363e-06,585,62,28,0,0,4,1,1
c46f18ac-cd70-45f9-94be-ff41ff1e1a52.singles,10,0.003560984,0.000537083,0.004981097,1.463e-06,269,60,29,0,0,1,3,0
c47f21f6-a840-4437-a898-a56cbce9277b.singles,10,0.010264037,0.000497899,0.002676485,1.422e-06,84,59,28,0,0,1,3,0
c4ec972b-f2b7-49fd-8af3-e7ad3d6751e7.singles,10,0.004355023,0.000515852,0.003695476,1.352e-06,149,58,28,0,0,1,1,0
c51fa5bb-cafa-4449-bc99-29e9880eb09c.singles,10,0.004865296,0.000516564,0.003674354,1.353e-06,96,59,30,0,0,2,4,1
c52c6261-c1c7-42f2-a39f-08d23a15459b.singles,10,0.069223118,0.000539967,0.16276469,1.623e-06,11378,68,29,0,0,0,1,0
c55d0aa7-acb3-442e-8da4-c1c21517d26b.singles,10,0.008898127,0.000560357,0.039268055,3.286e-06,2796,61,28,0,0,1,2,0
c6182efd-b395-4563-acaf-b8b8eddf854b.singles,10,0.008461846,0.000552311,0.004110538,1.282e-06,153,59,29,0,0,1,5,0
c626a8db-8fb0-454f-b7c8-c3f08956ae96.singles,10,0.008738692,0.000634907,0.006601001,1.483e-06,389,62,27,0,0,1,3,0
c63dfdcf-709f-445e-a1c4-32aa0222d0c8.singles,10,0.016267297,0.000506505,0.005335896,1.472e-06,260,62,29,0,0,0,2,0
c64d2475-f56d-427d-85ae-9b4b00c12eee.singles,10,0.003259751,0.000523597,0.161711802,1.512e-06,10544,65,28,0,0,4,2,0
c6537e3e-7aa8-4610-846d-9c1eabd9c0dd.singles,10,0.008379462,0.00057272,0.027762169,1.402e-06,1893,67,29,0,0,1,2,0
c6b61f9a-e08a-45c9-8e74-74f7d816f991.singles,10,0.003195941,0.000537693,0.005991081,1.282e-06,344,60,27,0,0,3,4,0
c7642397-64d7-4a2a-9e85-06a6a87dd058.singles,10,0.009242922,0.000501945,0.006029787,1.382e-06,327,62,28,0,0,0,5,0
c78e08d0-088a-4ba6-a529-f9180d63a3a9.singles,10,0.005282415,0.000524289,0.043794076,1.543e-06,3663,60,27,0,0,0,3,0
c7bca23f-ea0b-47c3-a4d2-257b43d3cebd.singles,10,0.003225208,0.000606362,0.003299129,1.303e-06,141,64,29,0,0,0,3,0
c819da46-a979-4121-a70c-e590676b6b9c.singles,10,0.011828525,0.000500294,0.010334749,1.543e-06,475,59,27,0,0,1,3,0
c8660a49-6970-42ab-821f-fbe30dd2b06f.singles,10,0.094325422,0.000523307,0.085789827,5.42e-06,6051,61,30,0,0,1,3,0
c86b4b79-32db-4306-8051-24a9ce1d0519.singles,10,0.004046598,0.000560707,0.178144818,1.352e-06,13225,62,29,0,0,0,1,0
c871b720-00d0-4bfb-9fc9-e27514c7254f.singles,10,0.005267176,0.00056778,0.014957621,1.924e-06,731,64,29,0,0,0,3,0
c8a85f13-4871-486b-9cf4-6c535d22d8b5.singles,10,0.003235446,0.000516624,0.003557977,1.603e-06,150,63,27,0,0,0,3,0
c8c1b3da-b86b-4602-9a68-445133d7f4cc.singles,10,0.0032114,0.000497447,0.007615372,1.352e-06,356,62,29,0,0,3,3,0
c8e7b457-2a24-44c1-9109-a2532d836324.singles,10,0.008426187,0.000548834,0.601508162,1.653e-06,43212,65,29,0,0,0,5,0
c8eb5059-685b-4999-907d-520e2f484341.singles,10,0.013185717,0.000558733,0.163337169,1.573e-06,12464,62,28,0,0,0,3,0
c8f63039-f8d9-4933-98e4-e906ad2b66d1.singles,10,0.012667509,0.000556278,0.021173908,1.704e-06,1157,66,30,0,0,2,4,0
c9379acb-9a00-43bf-92eb-d29317cd928a.singles,10,0.005191976,0.000560086,0.013189691,4.829e-06,723,65,28,0,0,0,2,0
c96d474d-15fd-4a7e-950f-b403256d631c.singles,10,0.003598232,0.000518137,0.005567234,1.453e-06,287,62,30,0,0,1,3,0
c9bc12e7-266c-4ff1-90a4-9338b86057b2.singles,10,0.009927416,0.000506735,0.006994122,1.542e-06,356,62,28,0,0,1,2,0
c9da65bc-81bb-4058-9638-b5f906568c45.singles,10,0.004957849,0.000533425,0.003445815,1.383e-06,155,60,29,0,0,2,4,0
c9e48e3d-fcb1-4fff-b4bc-ab6a6086702a.singles,10,0.004017455,0.000490363,0.005734198,1.403e-06,257,61,29,0,0,3,3,0
c9f3a7a3-ea6f-4712-a5a6-66dad8fe35cc.singles,10,0.008556823,0.000507536,0.0279905,1.873e-06,1972,63,29,0,0,2,2,0
ca46c509-e711-46ce-80e2-5f359b88f535.singles,10,0.003238372,0.000534949,0.006027531,1.273e-06,297,62,27,0,0,1,5,0
ca97e4b4-25c2-4dfd-b7aa-1be6802f41ff.singles,10,0.003216792,0.000536782,0.002550847,1.453e-06,90,61,29,0,0,3,3,0
cb198149-566b-4d8d-af98-a5814db9aa5e.singles,10,0.00490997,0.00050936,0.019784048,4.929e-06,1162,63,29,0,0,3,2,0
cb220faa-32d4-4389-b618-535caadf3cec.singles,10,0.059486924,0.00053569,0.02200342,3.767e-06,1601,62,29,0,0,2,3,0
cb9b0bfb-f50b-4afe-beab-af601ad0f656.singles,10,0.004252131,0.000548123,0.025230025,1.633e-06,1366,59,29,0,0,2,2,0
cbb35c2a-009c-449a-9855-0cce1788cb07.singles,10,0.008143733,0.000524118,0.006951654,1.413e-06,283,64,29,0,0,0,1,0
cbe4df7d-9df6-4fda-8035-d69cf4aa6f7c.singles,10,0.003240154,0.000509851,0.056541511,1.273e-06,3931,63,27,0,0,3,3,0
cc2c30cc-74ce-4dbf-9174-d708339bead3.singles,10,0.003265892,0.000560527,0.002642301,2.524e-06,99,57,29,0,0,1,5,0
cc413d07-62a6-4df4-8c31-f3112e8df3ba.singles,10,0.050873178,0.000505713,0.015720179,1.773e-06,732,65,30,0,0,2,2,0
ccb90780-1660-47f1-b953-b82ebd16cc26.singles,10,0.094455169,0.000524628,0.038862081,1.643e-06,2324,68,29,0,0,2,3,0
ccc8b396-c5ab-4977-811b-1b2983a938ea.singles,10,0.003969616,0.000543735,0.007120931,1.623e-06,338,61,29,0,0,1,3,0
cd0bb293-d74b-428c-8800-f3164cd98d2b.singles,10,0.005305717,0.000516734,0.099891292,3.386e-06,4909,65,28,0,0,3,4,0
cd21cb00-dca9-4d96-b8dd-f5917eb7fa95.singles,10,0.013391632,0.000548524,0.003835059,1.423e-06,159,63,29,0,0,2,3,0
cd4f67aa-fb69-4c5c-88b9-748a9e6c60e4.singles,10,0.012970896,0.000501656,0.004992259,1.643e-06,217,60,27,0,0,0,3,0
cdaf2cc3-5228-4236-a12b-42209b7728d1.singles,10,0.004878389,0.000512066,0.002756476,1.383e-06,107,59,30,0,0,0,2,1
cddbf93e-d072-4963-9f0b-1b31bdc8d1ee.singles,10,0.008709868,0.000511474,0.057374716,1.543e-06,3918,66,29,0,0,2,2,0
ce4a178d-10c7-4bee-8a6e-aa0a0b867353.singles,10,0.005255695,0.000548614,0.004297839,1.333e-06,217,66,31,0,0,0,3,0
ce7936c7-d74d-4e88-9fcd-f9f3598b53fd.singles,10,2.758106007,0.000502426,0.010248657,2.354e-06,526,61,28,0,0,1,4,0
ce9abe24-84b2-42fb-8637-60053c05df97.singles,10,0.084060662,0.000534838,0.015172938,1.453e-06,817,63,29,0,0,1,2,0
cf28ea5a-24e5-483a-960e-79c767cc9510.singles,10,0.01324666,0.00052521,0.003839576,3.607e-06,185,59,29,0,0,4,2,0
cfa9a080-9605-4e43-8d1f-9a93ad6dea75.singles,10,0.00320588,0.000500984,0.083571743,1.403e-06,5258,65,27,0,0,1,4,0
cff818ab-81b6-427a-8d5d-dfd8999a73a9.singles,10,0.004561969,0.00058388,0.508496474,1.463e-06,30929,67,31,0,0,1,2,1
d09d514e-2e8e-4ab0-98f0-8d62a5af7041.singles,10,0.003996795,0.000585254,0.05428059,1.342e-06,3098,64,30,0,0,0,3,1
d0e4595a-ea10-49ad-8db6-5c4c3f1b71bd.singles,10,0.011626179,0.000547622,0.003780875,3.176e-06,103,60,28,0,0,4,4,0
d0fb34aa-c3d1-48fd-81e2-0ff7ec192673.singles,10,0.388130546,0.000687646,0.036510326,1.764e-06,2534,60,30,0,0,3,1,1
d18ca9cd-a846-47b7-b0c7-99e4fa1145f9.singles,10,0.003278806,0.000660024,0.170546614,1.352e-06,11399,66,29,0,0,2,4,0
d2130517-fc64-4ea2-89a4-2f58577c570b.singles,10,0.008284355,0.000672598,0.005046261,1.363e-06,217,66,30,0,0,4,3,0
d226361c-30ce-494d-a92f-960679f741a0.singles,10,0.005696597,0.000508818,0.026486878,1.302e-06,1383,62,28,0,0,2,1,0
d2776f05-ca18-4839-9bd4-3f93efb841e7.singles,10,0.003205279,0.000600932,0.005033286,1.312e-06,163,64,29,0,0,0,3,0
d3157270-36f7-4594-821d-cf1cf48448f5.singles,10,0.004980641,0.00054121,0.029507183,1.392e-06,1813,67,30,0,0,0,4,0
d351442c-a1b5-4997-8abe-2fab41c27c0f.singles,10,0.004806505,0.000552331,0.002169108,1.352e-06,76,58,29,0,0,4,3,0
d3675598-3841-4b5f-ac2f-7b6c59b2bb65.singles,10,0.00391841,0.00063649,0.00145892,1.352e-06,27,61,29,0,0,0,4,0
d3b6d715-f9cd-41bb-a6f3-b75311afda2f.singles,10,0.003377451,0.000567389,0.013880445,1.383e-06,765,66,30,0,0,2,3,0
d5378a84-71db-456b-bc09-f626a0a346db.singles,10,0.003240023,0.000535971,0.127701735,1.463e-06,9550,61,29,0,0,0,2,0
d5535b49-3e9e-4353-913c-75c96c79aad1.singles,10,0.005114159,0.000650939,0.025578322,1.443e-06,1615,67,30,0,0,1,1,0
d56c3751-18f4-41b9-970a-78bc947f4e0f.singles,10,0.009620876,0.000572629,0.163455078,1.433e-06,11124,64,28,0,0,1,4,0
d59479d9-b564-4895-9ea6-dc38bddaa1c5.singles,10,0.43933396,0.000552733,0.08044276,1.894e-06,5841,66,28,0,0,1,6,0
d5a05a2b-2e66-4c80-a3b0-3f233dd20b62.singles,10,0.008385804,0.000750304,0.013001798,1.362e-06,784,59,28,0,0,1,2,0
d63ea8be-571d-4249-a216-02dec7a55339.singles,10,0.003445277,0.000697175,0.011978759,1.303e-06,904,59,28,0,0,1,2,0
d6491ee8-6c8c-4d52-820d-45b99f37b9eb.singles,10,0.006761773,0.000605732,0.046487443,1.302e-06,3060,64,30,0,0,3,3,0
d652109d-2bd6-44b2-a0e1-4cc19967a618.singles,10,0.003241918,0.000617794,0.013112726,1.483e-06,770,64,29,0,0,2,4,0
d7160e5e-9a57-40b2-8df1-3e9faf8fe324.singles,10,0.003324922,0.000545428,0.008500281,1.763e-06,443,65,29,0,0,2,2,0
d7949e53-d2a4-45dc-88c4-d88a2187e6d5.singles,10,0.003423043,0.00052004,0.004285217,1.363e-06,205,59,28,0,0,4,2,0
d82d267d-f5fd-4dff-8723-16acd56678f3.singles,10,0.0659159,0.000506926,0.007563428,1.733e-06,306,64,29,0,0,2,2,0
d86d5050-d2ef-4e2d-92c7-9afebe87f91a.singles,10,0.244001529,0.000756065,0.006838959,1.683e-06,314,58,27,0,0,0,3,0
d87c4341-4842-4195-b6d7-456c662940dd.singles,10,0.010272573,0.00056776,0.030950908,1.953e-06,1784,65,29,0,0,3,2,0
d8ad25b3-d90a-4e6c-beb7-82f9c898e7ca.singles,10,0.003298001,0.000566107,0.048632213,1.453e-06,3494,67,30,0,0,1,2,0
d8c5eadf-5320-4f80-82ce-b8087ada8658.singles,10,0.003299677,0.000550618,0.002981329,1.683e-06,101,62,30,0,0,2,2,0
d8e0fe6b-6f82-4e3a-9452-29b64f720916.singles,10,0.003330453,0.000624006,0.001848484,1.393e-06,57,61,31,0,0,3,3,0
d8f58da9-1181-46c7-8cd9-267764aa20a8.singles,10,0.003265661,0.000491917,0.062957163,2.314e-06,4421,72,30,0,0,1,2,0
d925fe6e-1c0d-495b-b2a7-7f172ed7618c.singles,10,0.010569919,0.000543274,0.010477129,2.304e-06,722,62,30,0,0,3,3,0
d9392558-de75-416b-a844-836b494d6dc6.singles,10,0.00721558,0.000508208,0.012993209,1.423e-06,673,62,28,0,0,4,3,0
d9ab162e-cbb6-44ce-81b7-5a3d50801cd6.singles,10,0.003346033,0.000549365,0.009194509,1.453e-06,496,63,28,0,0,2,5,0
d9ba4597-b99c-4c9b-b891-6cac57bfd84b.singles,10,0.007023872,0.000554234,0.005253782,1.393e-06,217,64,30,0,0,3,1,0
d9d95a72-80b3-4821-8a40-c76a2110fc27.singles,10,0.003720559,0.000508178,0.073292053,1.593e-06,3616,67,30,0,0,1,4,0
d9ea92be-bd3a-40a2-a1e8-f7af0bd4ee6b.singles,10,0.013874407,0.00057813,0.028391711,1.674e-06,1322,63,30,0,0,2,5,0
db042c36-3586-44c5-add3-9110da103e87.singles,10,0.018760187,0.000648652,0.016954418,1.493e-06,847,62,29,0,0,3,4,0
db175f39-8def-4b28-8b1b-f8f703c5b9a2.singles,10,0.004760912,0.00057825,0.013574183,1.022e-06,460,65,29,0,0,4,2,0
db7efe81-f890-4602-a419-7cf5a9f31802.singles,10,0.003911418,0.000672718,0.005732995,1.232e-06,276,60,27,0,0,0,2,0
db853a29-b100-4cea-90c9-4a6f360278a9.singles,10,0.10880626,0.000731319,0.184747969,1.814e-06,9088,59,29,0,0,2,3,1
dbc1242a-c4a1-47ed-a7ae-c9a76fc099a5.singles,10,0.005030242,0.00062614,0.010687386,1.403e-06,624,61,28,0,0,1,2,0
dbf89a17-8387-473e-8daf-7227dd7508a9.singles,10,0.0033286,0.000594149,0.011365231,2.425e-06,500,66,29,0,0,2,3,0
dc11a9d8-faf8-4898-b6dd-df44f3b3fcc2.singles,10,0.976733813,0.000618907,0.002409181,1.713e-06,63,55,27,0,0,2,4,0
dc8fbe66-9214-4b57-b31e-1f28bddbc615.singles,10,0.004102503,0.000532393,0.016569042,1.483e-06,1002,61,28,0,0,2,2,0
dca15dab-2862-45e3-b34f-5bf4180998b2.singles,10,0.004064123,0.000747299,0.005544921,1.393e-06,250,65,29,0,0,1,3,0
dd1df2e7-fd30-431c-9078-9b73d101d616.singles,10,0.004120356,0.000570435,0.007049958,1.623e-06,357,58,27,0,0,3,2,0
dd614f98-f30b-48e1-b04b-1a9bc94e9172.singles,10,0.059595779,0.00055218,0.011249183,1.973e-06,622,64,30,0,0,4,3,0
dd680a1d-2b1a-46ec-88ed-cd2d4a99eec0.singles,10,0.020525906,0.000554747,0.07207646,1.733e-06,4669,64,30,0,0,4,3,0
dd72a648-c4df-4acb-91ac-7972902d186e.singles,10,0.005162231,0.0005624,0.00260562,1.412e-06,51,60,28,0,0,4,2,0
dd81d650-2a77-4814-80a0-632c4a8c6acf.singles,10,0.364525353,0.000568993,0.017190271,4.919e-06,1200,61,29,0,0,2,4,0
df229d40-87ce-4cb1-9f11-c9118db3e1f9.singles,10,0.008097737,0.000589772,0.003982085,3.066e-06,178,56,27,0,0,5,3,1
df2f04e4-7cec-46d2-86f2-f1572664e0d1.singles,10,0.156084938,0.000579653,0.007149464,2.574e-06,308,60,29,0,0,0,3,0
df5cd9b2-754f-4cee-8dac-9bbd3dc84625.singles,10,0.003272965,0.000980068,0.019558241,1.623e-06,1011,67,29,0,0,0,1,0
dfc1aad2-5bc9-43e4-a578-bf8fcc5e3e18.singles,10,0.014992817,0.000593328,0.007809169,1.513e-06,249,61,28,0,0,3,2,0
dfd1728b-0083-4aad-88f2-90f39eb2555e.singles,10,0.003245565,0.000586426,0.032138023,1.232e-06,1962,62,28,0,0,0,3,0
e0316888-bf5d-40db-b486-5db0c98eeb11.singles,10,0.003251627,0.000592757,0.059419886,1.383e-06,4104,69,29,0,0,3,3,0
e05c5688-0a70-4563-8fa9-4e218ce60d82.singles,10,0.182178549,0.000583469,0.008225272,4.409e-06,420,59,29,0,0,5,3,0
e0cfc61d-87ef-4cbc-956b-8e2d42951f31.singles,10,0.00343675,0.000576887,0.004013244,2.805e-06,129,63,27,0,0,1,2,0
e0e542c4-101e-4273-83cf-cdc569371d5a.singles,10,0.003227911,0.000572549,0.008099636,1.322e-06,376,62,31,0,0,1,2,1
e1441c40-bb25-4da1-bd3e-86a942c2d04e.singles,10,0.003243632,0.000537023,0.009196181,1.403e-06,474,64,29,0,0,1,2,0
e1e0e010-430c-4c1a-a8bf-baec1503d51c.singles,10,0.005699864,0.000643944,0.005560561,1.363e-06,248,64,29,0,0,3,2,0
e2939ece-2dcf-4aeb-be53-f11a0263c216.singles,10,0.00628765,0.000514539,0.002903263,1.473e-06,85,62,28,0,0,0,1,0
e295b39c-58bd-4b25-bd88-b8887f8563f0.singles,10,0.005137504,0.00059921,0.034881375,1.553e-06,2282,65,29,0,0,0,3,0
e3598e18-b025-49e3-876a-5a5fff2e7239.singles,10,0.003340171,0.000546921,0.394084169,1.603e-06,28513,63,28,0,0,1,4,0
e3c29abd-51e3-4f43-90eb-d3f11c539cc2.singles,10,0.004087717,0.000549185,0.009064052,1.342e-06,498,62,28,0,0,2,1,0
e3c51ac0-2c06-4916-83df-0fde73587002.singles,10,0.003238561,0.000579602,0.010498849,1.363e-06,567,65,29,0,0,3,1,0
e3d49d8b-49ac-4687-a64e-e906c1ed4093.singles,10,0.003238024,0.000512798,0.007272097,1.432e-06,332,65,28,0,0,1,3,0
e40acc8d-a623-4504-8362-aca14aa5d6bc.singles,10,0.003898613,0.000694669,0.005393125,1.332e-06,192,63,29,0,0,1,5,0
e47c79ec-73e3-47a1-aee1-d895a8017c1e.singles,10,0.039735674,0.000733312,0.036074275,4.298e-06,2633,57,27,0,0,1,2,0
e48e2ade-2434-4afd-ab87-859fe29cf9e8.singles,10,0.004961005,0.000651026,0.003457597,2.996e-06,172,61,28,0,0,2,2,0
e4bb54cc-2fb0-4f97-bd18-df553ddae0e4.singles,10,0.003493256,0.000651118,0.022625836,2.956e-06,1240,63,29,0,0,1,2,0
e53c64b7-d908-4890-8c88-1b60a7fe5ce7.singles,10,0.003183299,0.000709016,0.007539915,1.413e-06,379,62,29,0,0,1,5,0
e53da1c3-9ab1-4cf3-98a5-4153aeb87167.singles,10,0.007123228,0.000517315,0.061984066,1.533e-06,3474,64,29,0,0,1,2,0
e53e6834-6a99-4ec4-8abe-8b59d6f40d12.singles,10,0.006005196,0.000548234,0.009208341,1.553e-06,453,64,29,0,0,3,2,1
e54e90ff-ce07-48d7-b628-5853581f85d6.singles,10,0.006084789,0.000675824,0.025188033,1.352e-06,2134,66,28,0,0,0,2,0
e59a9cd7-2327-4f38-9189-2c750918c084.singles,10,0.006758266,0.000542261,0.008261129,3.697e-06,413,63,28,0,0,1,2,0
e5e5f297-9a50-41d5-8900-14d62389508d.singles,10,0.006011767,0.000628114,0.014616189,4.088e-06,921,64,28,0,0,3,4,0
e5f1833a-734d-41d8-a469-8a3ca929026c.singles,10,0.004017845,0.000566939,0.006980418,1.653e-06,308,60,29,0,0,1,3,0
e6369020-0e70-4e1d-8b42-243a697e67d1.singles,10,9.003092654,0.000537583,0.130568808,1.834e-06,9329,66,30,0,0,2,1,0
e64cd557-a69e-4178-87cc-05110ce26d4d.singles,10,0.004054023,0.000550938,0.01319389,1.723e-06,644,61,28,0,0,2,2,0
e69f6b2b-10d2-4088-bef0-fd5a29e9cab8.singles,10,0.005934832,0.000585063,0.007576863,1.663e-06,319,64,29,0,0,1,4,0
e6fc4870-a2ee-4ed1-bb35-1f444dcb80b4.singles,10,0.004123272,0.000751826,0.049366691,1.403e-06,2926,67,31,0,0,3,4,0
e745aeeb-35bf-4d83-a278-c3bea8885aa7.singles,10,0.005176899,0.000556559,0.011651974,1.323e-06,628,63,29,0,0,0,5,0
e7ad7b5b-b79a-4a39-b62a-b5b3c15a7820.singles,10,0.077053372,0.000637331,0.046119611,1.643e-06,2590,64,30,0,0,2,3,0
e7e1dd71-dcf2-4de5-96c1-9e5ba055a38d.singles,10,0.004194114,0.00065224,0.011281372,1.783e-06,514,62,30,0,0,3,0,1
e7f4bdd8-1d6b-4d23-900f-38e90546c8af.singles,10,0.003311937,0.000592827,0.038607999,1.473e-06,2675,63,27,0,0,1,5,0
e7f51e3c-9738-4aa7-b8c1-d9777cf96a37.singles,10,0.006114577,0.000542001,0.013463218,1.423e-06,862,59,29,0,0,2,2,0
e8839706-a267-4b93-a7cf-f217bb7ba485.singles,10,0.005298061,0.000539276,0.024858014,1.403e-06,1604,64,29,0,0,1,3,0
e883c8bc-c039-480b-b8dd-31c9f7f98ef3.singles,10,0.003159003,0.000857757,0.322396314,1.252e-06,19400,72,29,0,0,1,1,0
e8c21183-dcdc-48cb-b4a8-35d7d950de7e.singles,10,0.032148491,0.000582278,0.008704348,1.563e-06,365,67,30,0,0,2,3,0
e8dfda05-4513-45bd-888d-9d15e588a044.singles,10,0.004005883,0.000688808,0.003280343,1.613e-06,53,65,30,0,0,1,3,1
e9408c2f-68d9-4282-8403-0c27adec137d.singles,10,0.006485548,0.000866513,0.024084695,1.583e-06,1220,64,29,0,0,3,1,0
e9c5aa08-faad-4545-8614-dd9f0ff329bb.singles,10,0.011047246,0.000584291,0.016112145,1.543e-06,692,62,30,0,0,1,2,0
e9c7a716-1b06-40b8-90f7-bbf2bcdedf61.singles,10,0.004073107,0.000573451,0.013507584,1.413e-06,537,65,29,0,0,0,2,0
e9de6b04-2b15-41d4-9b2f-27113315ebac.singles,10,0.011245725,0.000586976,0.015227502,2.064e-06,972,61,28,0,0,1,3,0
ea053ea3-5f50-4334-b314-0abba4293da6.singles,10,0.003984313,0.000552582,0.006956393,1.372e-06,300,64,29,0,0,2,3,0
ea1749c1-f2da-4c13-adb2-f5cabf9cca29.singles,10,0.004305691,0.000801371,0.077693604,1.332e-06,5361,61,28,0,0,0,2,0
ea40695d-863d-4ebd-a63e-6dc69fe0ab5b.singles,10,0.005927056,0.000548223,0.004591154,1.653e-06,214,62,30,0,0,2,5,0
eafea324-dc64-4ddf-ad7f-2a627de52184.singles,10,0.006539028,0.000534087,0.297912686,1.312e-06,21056,62,30,0,0,1,2,1
eb04a729-37be-4769-9496-1dd45e52aeb8.singles,10,0.00840627,0.000628585,0.011913242,1.383e-06,662,62,28,0,0,2,3,0
eb2a8c4c-7a98-4885-b7c3-c781e3279dff.singles,10,0.009098013,0.000602325,0.01027288,1.653e-06,738,63,31,0,0,2,3,1
eb84c33b-72a1-442b-92a4-5a242555cb75.singles,10,0.013612425,0.000533596,0.011456977,1.884e-06,736,57,27,0,0,0,3,0
ec201edb-731d-4c23-950c-23d34620a3e7.singles,10,0.008880074,0.000605191,0.020955246,1.993e-06,1238,64,29,0,0,2,5,0
ec3730f0-7d8c-4a8e-aa50-30fc0924742b.singles,10,0.037164568,0.000563181,0.00975051,1.613e-06,549,63,28,0,0,0,1,0
ec39bd2e-f2d2-4b12-8e52-3c5db0688c49.singles,10,0.004007354,0.000539998,0.014664391,1.483e-06,995,68,29,0,0,1,2,0
ec5411dd-267b-4c51-bd16-137094760a0c.singles,10,0.003352072,0.0005782,0.061729346,2.525e-06,4173,63,30,0,0,0,3,0
eca8da60-4197-434d-812f-42a8b03efd9e.singles,10,0.643791477,0.000582689,0.003162872,2.094e-06,127,63,31,0,0,3,1,1
ed07c3fd-7fcc-46a0-9447-4e49fff0941d.singles,10,0.003256163,0.000510153,0.012600299,1.453e-06,617,64,31,0,0,5,4,0
ed1f9440-ec78-4f11-b9d5-7a3d37eabf73.singles,10,0.008406172,0.000570856,0.779402422,2.645e-06,56590,69,30,0,0,1,2,0
ed4ef790-656b-4f3d-9452-cf445385d7ca.singles,10,0.003886419,0.000563532,0.028308581,1.542e-06,1759,70,31,0,0,3,2,1
ed95eae6-59c6-4253-88b8-4886b5c236d8.singles,10,0.005238151,0.000678099,0.034192299,1.442e-06,2490,65,29,0,0,2,3,0
eda3ee19-61a9-4350-aed0-fef01bf54883.singles,10,0.003204358,0.000570145,0.03134411,1.282e-06,1665,65,30,0,0,0,3,0
edb24665-10ab-48ae-a056-ca59ce867c2f.singles,10,0.017808677,0.000553273,0.003715302,1.593e-06,105,61,29,0,0,1,1,0
edbb6ad8-07b3-4bba-ae0b-0a283b8d1db1.singles,10,0.005337619,0.000562781,0.016780973,1.342e-06,968,67,30,0,0,0,2,0
edc7331f-9663-456e-a82a-60868476e4b3.singles,10,0.004894199,0.000553612,0.127687957,1.462e-06,7202,65,30,0,0,3,2,0
